机构名称,统一社会信用代码,Excel等级(原始),Excel等级(标准),DB等级,DB记录ID
平湖市急救站,12330482322995098C,未定级,无等级,未定级,51403.0
平湖市新仓镇三叉河村卫生室,TE3304823300385830,未定级,无等级,未定级,51488.0
平湖市新仓镇中华村卫生室,TE3304823300385350,未定级,无等级,未定级,51489.0
平湖市新仓镇中心卫生院新庙社区卫生服务站,TE3304823300385590,未定级,无等级,未定级,51493.0
平湖市新仓镇友联村卫生室,TE3304823300385650,未定级,无等级,未定级,51490.0
平湖市新仓镇双红村卫生室,TE3304823300386500,未定级,无等级,未定级,51491.0
平湖市新仓镇杉青港村卫生室,TE3304823300384940,未定级,无等级,未定级,51494.0
平湖市新仓镇秦沙村卫生室,TE3304823300386810,未定级,无等级,未定级,51487.0
平湖市新仓镇芦湾村卫生室,TE3304823300384860,未定级,无等级,未定级,51492.0
平湖市新华爱心高级中学医务室,TE3304823300385250,未定级,无等级,未定级,51367.0
平湖市新埭镇大齐塘村卫生室,TE3304823300387040,未定级,无等级,未定级,51510.0
平湖市新埭镇姚浜村卫生室,TE3304823300386970,未定级,无等级,未定级,51507.0
平湖市新埭镇旧埭村卫生室,TE3304823300387050,未定级,无等级,未定级,51504.0
平湖市新埭镇星光村卫生室,TE3304823300385100,未定级,无等级,未定级,51508.0
平湖市新埭镇泖河村卫生室,TE3304823300387010,未定级,无等级,未定级,51503.0
平湖市新埭镇牌楼村卫生室,TE3304823300386910,未定级,无等级,未定级,51506.0
平湖市新埭镇鱼圻塘村卫生室,TE3304823300385870,未定级,无等级,未定级,51505.0
平湖市曹桥街道严家门村卫生室,TE3304823300386780,未定级,无等级,未定级,51473.0
平湖市曹桥街道九里亭村卫生室,TE3304823300386720,未定级,无等级,未定级,51477.0
平湖市曹桥街道养老服务中心医务室,12330482775727854N,未定级,无等级,未定级,51498.0
平湖市曹桥街道孔家堰村卫生室,TE3304823300385200,未定级,无等级,未定级,51474.0
平湖市曹桥街道百寿村卫生室,TE3304823300385480,未定级,无等级,未定级,51478.0
平湖市曹桥街道石龙村卫生室,TE3304823300386570,未定级,无等级,未定级,51472.0
平湖市曹桥街道社区卫生服务中心,12330482471140034R,未定级,无等级,未定级,51470.0
平湖市曹桥街道章桥村卫生室,TE3304823300385850,未定级,无等级,未定级,51475.0
平湖市曹桥街道野马村卫生室,TE3304823300384890,未定级,无等级,未定级,51471.0
平湖市曹桥街道马厩村卫生室,TE3304823300386700,未定级,无等级,未定级,51476.0
平湖市林埭镇卫生院徐埭分院,TE3304823300543860,未定级,无等级,未定级,51467.0
平湖市林埭镇双庙村卫生室,TE3304823300560010,未定级,无等级,未定级,51468.0
平湖市林埭镇徐东村卫生室,TE3304823300386730,未定级,无等级,未定级,51469.0
平湖市林埭镇新庄村卫生室,TE3304823300385990,未定级,无等级,未定级,51398.0
平湖市林埭镇祥中村卫生室,TE3304823300385940,未定级,无等级,未定级,51399.0
平湖市林埭镇群丰村卫生室,TE3304823300385470,未定级,无等级,未定级,51400.0
平湖市林埭镇金色年华晚晴照护中心医务室,52330482MJ9411905R,未定级,无等级,未定级,51348.0
平湖市林埭镇陈匠村卫生室,TE3304823300385220,未定级,无等级,未定级,51401.0
平湖市独山港镇共建社区卫生服务站,TE3304823300386880,未定级,无等级,未定级,51415.0
平湖市独山港镇前进村卫生室,TE3304823300386660,未定级,无等级,未定级,51405.0
平湖市独山港镇周家圩村卫生室,TE3304823300385110,未定级,无等级,未定级,51413.0
平湖市独山港镇小营头村卫生室,TE3304823300385400,未定级,无等级,未定级,51407.0
平湖市独山港镇尚霞养老照护中心医务室,12330482078657061Q,未定级,无等级,未定级,51499.0
平湖市独山港镇星华村卫生室,TE3304823300386530,未定级,无等级,未定级,51404.0
平湖市独山港镇海塘村卫生室,TE3304823300386100,未定级,无等级,未定级,51412.0
平湖市独山港镇渡船桥村卫生室,TE3304823300386950,未定级,无等级,未定级,51411.0
平湖市独山港镇穗轮村卫生室,TE3304823300386020,未定级,无等级,未定级,51408.0
平湖市独山港镇聚福村卫生室,TE3304823300385680,未定级,无等级,未定级,51414.0
平湖市独山港镇衙前村卫生室,TE3304823300386590,未定级,无等级,未定级,51410.0
平湖市独山港镇赵家桥村卫生室,TE3304823300386260,未定级,无等级,未定级,51406.0
平湖市独山港镇陆沼村卫生室,TE3304823300386060,未定级,无等级,未定级,51416.0
平湖市独山港镇韩家庙村卫生室,TE3304823300385170,未定级,无等级,未定级,51409.0
平湖市第一人民医院驻平湖市看守所卫生所,TE3304823300386290,未定级,无等级,未定级,51360.0
平湖市精神卫生中心,12330482070653971E,未定级,无等级,未定级,51342.0
平湖市老干部医务室,TE3304823300386340,未定级,无等级,未定级,51483.0
平湖市老年护理院,TE3304823300691571,未定级,无等级,未定级,51484.0
平湖市职业中专医务室,TE3304823300386990,未定级,无等级,未定级,51509.0
平湖市行政中心医务室,TE3304823300479340,未定级,无等级,未定级,51394.0
平湖市钟埭街道北墅村卫生室,TE3304823300386050,未定级,无等级,未定级,51375.0
平湖市钟埭街道大力村卫生室,TE3304823300385490,未定级,无等级,未定级,51422.0
平湖市钟埭街道定云村卫生室,TE3304823300386330,未定级,无等级,未定级,51423.0
平湖市钟埭街道新群村卫生室,TE3304823300385570,未定级,无等级,未定级,51421.0
平湖市钟埭街道沈家弄村卫生室,TE3304823300385950,未定级,无等级,未定级,51420.0
平湖市钟埭街道社区卫生服务中心,123304824711416431,未定级,无等级,未定级,51365.0
平湖市钟埭街道社区卫生服务中心白马堰社区卫生服务站,TE3304823300386030,未定级,无等级,未定级,51386.0
平湖市钟埭街道福臻村卫生室,TE3304823300385620,未定级,无等级,未定级,51387.0
平湖市钟埭街道金色年华钟溪照护中心医务室,52330482MJ94120869,未定级,无等级,未定级,51497.0
平湖市钟埭街道钟埭永兴村卫生室,TE3304823300386600,未定级,无等级,未定级,51424.0
平湖当湖乐莎莎口腔门诊部,91330482MA2JGX187G,未定级,无等级,未定级,51502.0
平湖当湖壹品口腔门诊部,91330482MA7G0NEP0F,未定级,无等级,未定级,51359.0
平湖当湖复尔世博口腔门诊部,91330482MABW30NGXF,未定级,无等级,未定级,51361.0
平湖当湖复尔梅圆口腔门诊部,91330482MAC89F3A7N,未定级,无等级,未定级,51385.0
平湖当湖家和口腔门诊部,91330482MAD7HFXQ3X,未定级,无等级,未定级,51383.0
平湖当湖尚博口腔门诊部,91330482MA2CWJIM4J,未定级,无等级,未定级,51355.0
平湖当湖淋雅口腔门诊部,91330482MA2LC4T002,未定级,无等级,未定级,51500.0
平湖当湖绿康老年护理院,91330482MA2JG0KD9G,未定级,无等级,未定级,51363.0
平湖当湖萌芽口腔门诊部,91330482MA2JDYTM6Q,未定级,无等级,未定级,51395.0
平湖当湖蒋凤娟硕博口腔门诊部,92330482MADWJ9PN5F,未定级,无等级,未定级,51396.0
平湖当湖麦芽八佰伴口腔门诊部,91330482MADBRJK82F,未定级,无等级,未定级,51388.0
平湖当湖麦芽口腔门诊部,91330482MA2JHA9J01,未定级,无等级,未定级,51362.0
平湖技师学院医务室,TE3304823300412810,未定级,无等级,未定级,51397.0
平湖振杨中医医院,91330482MA2BAMMX57,未定级,无等级,未定级,51425.0
平湖易正骨科医院,91330482MA2CU2MW2R,未定级,无等级,未定级,51384.0
平湖求正医院,91330482MA29FN249N,未定级,无等级,未定级,51373.0
平湖牙科医院,91330480MA2CWCQL6Y,未定级,无等级,未定级,51419.0
平湖禾城英博口腔门诊部,91330482MAEG8FN08L,未定级,无等级,未定级,51347.0
平湖绿康老年康复护理院,91330482327838462U,未定级,无等级,未定级,51495.0
平湖艾文口腔门诊部,91330482MA2B9DNG2L,未定级,无等级,未定级,51486.0
平湖钟埭杭成口腔门诊部,91330482MA2JHRX04Q,未定级,无等级,未定级,51356.0
平湖长红门诊部,91330482MA28A6TDX9,未定级,无等级,未定级,51378.0
平阳东和中医门诊部,91330326MACFU1BA0E,未定级,无等级,未定级,46259.0
平阳健安康复医院,913303263256075137,未定级,无等级,未定级,46297.0
平阳养和医院,TE3303263300489470,未定级,无等级,未定级,46243.0
平阳匠心口腔门诊部,91330326MACE9FE942,未定级,无等级,未定级,46361.0
平阳县万全镇倪垟村倪垟卫生室,TE3303263300436660,未定级,无等级,未定级,46439.0
平阳县万全镇南山村卫生室,TE3303263300429670,未定级,无等级,未定级,46611.0
平阳县万全镇卫生院,12330326587785811Q,未定级,无等级,未定级,46172.0
平阳县万全镇湖岭村卫生室,TE3303263300394170,未定级,无等级,未定级,46355.0
平阳县佳诚高级中学医务室,TE3303263300519280,未定级,无等级,未定级,46478.0
平阳县南雁镇卫生院,1233032647075064X3,未定级,无等级,未定级,46365.0
平阳县南麂镇卫生院,12330326470750252R,未定级,无等级,未定级,46315.0
平阳县妇幼保健院,12330326470750025L,未定级,无等级,未定级,46143.0
平阳县山门镇中心卫生院,12330326773149800Y,未定级,无等级,未定级,46244.0
平阳县建兰学校医务室,TE3303263300485080,未定级,无等级,未定级,46178.0
平阳县怀溪镇卫生院,123303265877808265,未定级,无等级,未定级,46195.0
平阳县拘留所医务室,TE3303263300414360,未定级,无等级,未定级,46406.0
平阳县昆阳镇东兴村卫生室,TE3303263300212780,未定级,无等级,未定级,46281.0
平阳县昆阳镇卫生院,TE3303263300202110,未定级,无等级,未定级,46293.0
平阳县昆阳镇城北村卫生室,TE3303263300200190,未定级,无等级,未定级,46333.0
平阳县昆阳镇城南村坡南后街卫生室,TE3303263300200050,未定级,无等级,未定级,46307.0
平阳县昆阳镇城西村西直街路卫生室,TE3303263300239180,未定级,无等级,未定级,46147.0
平阳县昆阳镇新城村卫生室,12330326470750316P,未定级,无等级,未定级,46282.0
平阳县昆阳镇水亭村卫生室,TE3303263300236760,未定级,无等级,未定级,46331.0
平阳县昆阳镇溪坑店村卫生室,TE3303263300431660,未定级,无等级,未定级,46250.0
平阳县昆阳镇石塘村占下卫生室,TE3303263300225060,未定级,无等级,未定级,46306.0
平阳县昆阳镇郭庄村卫生室,TE3303263300383890,未定级,无等级,未定级,46332.0
平阳县水头镇南湖卫生院,12330326587784966U,未定级,无等级,未定级,46272.0
平阳县水头镇占江村平雁东路卫生室,TE3303263300234650,未定级,无等级,未定级,46205.0
平阳县水头镇卫生院,12330326470750420U,未定级,无等级,未定级,46248.0
平阳县水头镇外岙村卫生室,N2330326MF2598231G,未定级,无等级,未定级,46284.0
平阳县水头镇小南村清河卫生室,TE3303263300395660,未定级,无等级,未定级,46347.0
平阳县水头镇振德卫生室,TE3303263300415350,未定级,无等级,未定级,46330.0
平阳县水头镇朝阳卫生院,123303265877853283,未定级,无等级,未定级,46211.0
平阳县水头镇溪心村望雁中路卫生室,TE3303263300431560,未定级,无等级,未定级,46204.0
平阳县水头镇红景天老年公寓医务室,523303263554729044,未定级,无等级,未定级,46264.0
平阳县水头镇鹤溪卫生院,123303265877923171,未定级,无等级,未定级,46219.0
平阳县海西镇卫生院,1233032658778339XW,未定级,无等级,未定级,46166.0
平阳县疾病控制中心预防医学门诊部,12330326470750017R,未定级,无等级,未定级,46375.0
平阳县第一农场第四管理区下宋开发区村卫生室,TE3303263300219300,未定级,无等级,未定级,46234.0
平阳县腾蛟镇中心卫生院,123303264707502289,未定级,无等级,未定级,46128.0
平阳县腾蛟镇仁秀村卫生室,12330326587785758W,未定级,无等级,未定级,46287.0
平阳县腾蛟镇腾带村亭子路卫生室,TE3303263300392180,未定级,无等级,未定级,46384.0
平阳县萧江镇中心卫生院,12330326470750260L,未定级,无等级,未定级,46171.0
平阳县萧江镇夏姑桥村卫生室,TE3303263300225440,未定级,无等级,未定级,46467.0
平阳县闹村乡卫生院,12330326587785379b,未定级,无等级,未定级,46206.0
平阳县青街畲族乡卫生院,TE3303263300213670,未定级,无等级,未定级,46251.0
平阳县顺溪镇中心卫生院,12330326470750244Y,未定级,无等级,未定级,46255.0
平阳县顺溪镇南田村卫生室,TE3303263300203090,未定级,无等级,未定级,46290.0
平阳县鳌江镇下厂卫生室,TE3303263300208250,未定级,无等级,未定级,46381.0
平阳县鳌江镇凤里村卫生室,12330326587782311N,未定级,无等级,未定级,46314.0
平阳县鳌江镇务垟村卫生室,TE3303263300199220,未定级,无等级,未定级,46302.0
平阳县鳌江镇塘川村卫生室,TE3303263300234350,未定级,无等级,未定级,46311.0
平阳县鳌江镇梅源卫生院,12330326587782389N,未定级,无等级,未定级,46236.0
平阳县鳌江镇西塘村火车站大道卫生室,TE3303263300197630,未定级,无等级,未定级,46380.0
平阳县鳌江镇钱仓卫生院,12330326587784421U,未定级,无等级,未定级,46245.0
平阳县鳌江镇雁南鸿昌卫生室,TE3303263300218260,未定级,无等级,未定级,46379.0
平阳县麻步镇塘北村卫生室,TE3303263300206450,未定级,无等级,未定级,46168.0
平阳县麻步镇振兴村卫生室,1233032647075021X9,未定级,无等级,未定级,46313.0
平阳县麻步镇渔塘村卫生室,TE3303263300227740,未定级,无等级,未定级,46312.0
平阳县麻步镇鳌峰村卫生室,TE3303263300419130,未定级,无等级,未定级,46362.0
平阳口腔医院,91330326MA2CN6RU07,未定级,无等级,未定级,46340.0
平阳古敖口腔门诊部,91330326MA2L2UA65D,未定级,无等级,未定级,46324.0
平阳古敖口腔门诊部有限公司水头口腔门诊部,91330326MADKY1LQ31,未定级,无等级,未定级,46280.0
平阳吴越口腔门诊部,91330326MA7DCK0CXM,未定级,无等级,未定级,46443.0
平阳嘉丰护理有限公司护理站,91330326MAC62XCQ4G,未定级,无等级,未定级,46374.0
平阳回生堂中医院,52330326MJ9228158P,未定级,无等级,未定级,46595.0
平阳坑镇卫生院凤翔卫生室,TE3303813300280750,未定级,无等级,未定级,47605.0
平阳坑镇平阳坑村卫生室,TE3303813300281850,未定级,无等级,未定级,47550.0
平阳复生中医门诊部,92330326MA287R1R7A,未定级,无等级,未定级,46351.0
